Reactions that produce compound from New SmartTable with CO2	Matches	EC-Number	METANETX	Spontaneous?	In-Pathway	Object ID	Data-Source	Regulated-By	Requirements
RXN-9863	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109567</a>		PWY-6085	RXN-9863			
RXN-7586	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR139577</a>		PWY-5033	RXN-7586			
RXN-12610	CARBON-DIOXIDE	EC-2.5.1.3	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114031</a>		PWY-6907	RXN-12610			
RXN-18199	CARBON-DIOXIDE	EC-1.14.19.52	<a href='https://www.metanetx.org/equa_info/~A'>MNXR121491</a>			RXN-18199			
RXN-16198	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119935</a>		PWY-5706	RXN-16198			
RXN-17713	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121109</a>		RXN-17715	RXN-17713			
3.5.1.66-RXN	CARBON-DIOXIDE	EC-3.5.1.66	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108866</a>			3.5.1.66-RXN			
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	CARBON-DIOXIDE	EC-4.1.1.45	<a href='https://www.metanetx.org/equa_info/~A'>MNXR115698</a>		PWY-5654 // PWY-5652 // PWY-5647	AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN			
RXN-18843	CARBON-DIOXIDE				PWY-7913	RXN-18843			
RXN-48	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR140775</a>			RXN-48			
RXN-7	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR140788</a>		PWY-1	RXN-7			
RXN-15078	CARBON-DIOXIDE	EC-2.7.7	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119125</a>		PWY-7419	RXN-15078			
RXN-18091	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121400</a>	T	PWY-7823	RXN-18091			
4.1.1.76-RXN	CARBON-DIOXIDE	EC-4.1.1.76	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109374</a>			4.1.1.76-RXN			
RXN-14466	CARBON-DIOXIDE	EC-1.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113838</a>			RXN-14466			
RXN-14465	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR118701</a>	T	PWY-7275 // RXN-14466	RXN-14465			
RXN-10443	CARBON-DIOXIDE	EC-1.14.12.13	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116376</a>			RXN-10443			
RXN-7568	CARBON-DIOXIDE	EC-2.5.1.130	<a href='https://www.metanetx.org/equa_info/~A'>MNXR121957</a>		PWY-5027	RXN-7568			
RXN-21401	CARBON-DIOXIDE	EC-4.1.1			PWY-6959	RXN-21401			
RXN-9901	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123064</a>			RXN-9901			
2-CHLOROBENZOATE-12-DIOXYGENASE-RXN	CARBON-DIOXIDE	EC-1.14.12.13	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106799</a>		PWY-6221	2-CHLOROBENZOATE-12-DIOXYGENASE-RXN			
RXN-20181	CARBON-DIOXIDE	EC-1.14.11.77				RXN-20181			
RXN-10442	CARBON-DIOXIDE	EC-1.14.12.13	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116375</a>			RXN-10442			
RXN-13706	CARBON-DIOXIDE	EC-1.14.12.13	<a href='https://www.metanetx.org/equa_info/~A'>MNXR140344</a>			RXN-13706			
RXN-18113	CARBON-DIOXIDE	EC-4.1.1.M8	<a href='https://www.metanetx.org/equa_info/~A'>MNXR121416</a>			RXN-18113			
RXN-667	CARBON-DIOXIDE	EC-4.1.1.M8	<a href='https://www.metanetx.org/equa_info/~A'>MNXR144038</a>		PWY-5163	RXN-667			
RXN-18112	CARBON-DIOXIDE	EC-4.1.1.M8	<a href='https://www.metanetx.org/equa_info/~A'>MNXR121415</a>			RXN-18112			
RXN-12910	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR117800</a>	T		RXN-12910			
RXN-12008	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117286</a>		PWY-6682	RXN-12008			
RXN-9066	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR122619</a>	T	PWY-5776	RXN-9066			
RXN-10444	CARBON-DIOXIDE	EC-1.14.12.13	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116377</a>			RXN-10444			
KETAMID-RXN	CARBON-DIOXIDE	EC-1.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108685</a>		LYSDEGII-PWY	KETAMID-RXN			
RXN-13391	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR118063</a>			RXN-13391			
RXN-9174	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122676</a>		PWY-5826	RXN-9174			
2-KETO-ADIPATE-DEHYDROG-RXN	CARBON-DIOXIDE	EC-1.2.1.105	<a href='https://www.metanetx.org/equa_info/~A'>MNXR94818</a>		PWY66-425 // LYSINE-DEG1-PWY	2-KETO-ADIPATE-DEHYDROG-RXN			
RXN-21282	CARBON-DIOXIDE	EC-1.13.11.M16			PWY-5283	RXN-21282			
RXN-8167	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR122165</a>			RXN-8167			
2-OXOBUTYRATE-SYNTHASE-RXN	CARBON-DIOXIDE	EC-1.2.7.7	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106860</a>		2OXOBUTYRATECAT-PWY // PWY-5104	2-OXOBUTYRATE-SYNTHASE-RXN			
RXN-7790	CARBON-DIOXIDE	EC-1.2.1.25	<a href='https://www.metanetx.org/equa_info/~A'>MNXR102133</a>		PWY66-428	RXN-7790			
2-OXOGLUTARATE-SYNTHASE-RXN	CARBON-DIOXIDE	EC-1.2.7.3	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106859</a>		P23-PWY // PWY-5392 // PWY-6969 // REDCITCYC // PWY-7254	2-OXOGLUTARATE-SYNTHASE-RXN			
2OXOGLUTDECARB-RXN	CARBON-DIOXIDE	EC-1.2.4.2	<a href='https://www.metanetx.org/equa_info/~A'>MNXR115229</a>		2OXOGLUTARATEDEH-RXN // PWY-5084	2OXOGLUTDECARB-RXN			
RXN-22839	CARBON-DIOXIDE	EC-1.14.11.az				RXN-22839			
2OXOGLUTARATEDEH-RXN	CARBON-DIOXIDE	EC-1.2.1.105	<a href='https://www.metanetx.org/equa_info/~A'>MNXR95655</a>		TCA-1 // PWY66-398 // PWY-5690 // TCA	2OXOGLUTARATEDEH-RXN			
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	CARBON-DIOXIDE	EC-1.2.1.52	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106444</a>			OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN			
RXN-12538	CARBON-DIOXIDE	EC-1.13.12.19	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113188</a>		PWY-6853 // PWY-7126 // PWY-7124 // RXN-12535	RXN-12538			
2-HYDROXY-3-OXOADIPATE-SYNTHASE-RXN	CARBON-DIOXIDE	EC-2.2.1.5	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106547</a>			2-HYDROXY-3-OXOADIPATE-SYNTHASE-RXN			
RXN-7774	CARBON-DIOXIDE	EC-4.1.1.71	<a href='https://www.metanetx.org/equa_info/~A'>MNXR102243</a>		P105-PWY	RXN-7774			
RXN-14123	CARBON-DIOXIDE	EC-1.14.11.39	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113787</a>			RXN-14123			
R224-RXN	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR111879</a>		P241-PWY	R224-RXN			
RXN-14985	CARBON-DIOXIDE	EC-4.1.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119051</a>		PWY-7396	RXN-14985			
RXN-12611	CARBON-DIOXIDE	EC-2.5.1.3	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114610</a>		PWY-6894	RXN-12611			
RXN-19821	CARBON-DIOXIDE	EC-4.1.1.117			PWY-8008	RXN-19821			
RXN-18198	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121490</a>	T	PWY-1186	RXN-18198			
RXN18C3-236	CARBON-DIOXIDE	EC-1.14.11			PWY18C3-3 // PWY18C3-2	RXN18C3-236			
RXN-20295	CARBON-DIOXIDE	EC-1.14.15			PWY-8036	RXN-20295			
RXN-12535	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117616</a>			RXN-12535			
RXN-20463	CARBON-DIOXIDE	EC-2.3.1			PWY-8047	RXN-20463			
RXN-20487	CARBON-DIOXIDE				PWY-8049 // RXN-20497	RXN-20487			
RXN-16717	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120319</a>		PWY-7672	RXN-16717			
RXN-17845	CARBON-DIOXIDE	EC-2.3.1.253	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114274</a>			RXN-17845			
RXN-15055	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119108</a>		PWY-7412	RXN-15055			
RXN-7645	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR111570</a>			RXN-7645			
PINOSYLVIN-SYNTHASE-RXN	CARBON-DIOXIDE	EC-2.3.1.146	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107550</a>		PWY-5045	PINOSYLVIN-SYNTHASE-RXN			
RXN-16180	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119919</a>		PWY-7612	RXN-16180			
RXN-19213	CARBON-DIOXIDE				PWY-7951	RXN-19213			
34-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.69	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107101</a>		PWY5F9-3233	34-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN			
RXN-16842	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120428</a>			RXN-16842			
RXN-11977	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR143824</a>		PWY-6679	RXN-11977			
RXN-13666	CARBON-DIOXIDE	EC-4.4.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR118233</a>		PWY-7105	RXN-13666			
1.3.1.25-RXN	CARBON-DIOXIDE	EC-1.3.1.25	<a href='https://www.metanetx.org/equa_info/~A'>MNXR96366</a>		PWY-2503	1.3.1.25-RXN			
RXN-13663	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR118230</a>		PWY-5140 // RXN-7852 // PWY-7105	RXN-13663			
RXN-15457	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119376</a>	T		RXN-15457			
RXN-15456	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119375</a>		PWY-6633	RXN-15456			
RXN-13058	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR117885</a>		PWY-5316 // PWY-7342	RXN-13058			
RXN-20885	CARBON-DIOXIDE	EC-4.1.1			PWY-8085	RXN-20885			
RXN-13844	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR143889</a>		PWY-7150	RXN-13844			
RXN-13839	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR118342</a>		PWY-7151	RXN-13839			
RXN-11985	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR117275</a>	T	PWY-6679	RXN-11985			
RXN-9979	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR123092</a>		PWY-6133	RXN-9979			
RXN-16495	CARBON-DIOXIDE	EC-1.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120133</a>		PWY-7649	RXN-16495			
1.13.11.46-RXN	CARBON-DIOXIDE	EC-1.13.11.46	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109830</a>			1.13.11.46-RXN			
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	CARBON-DIOXIDE	EC-1.13.11.27	<a href='https://www.metanetx.org/equa_info/~A'>MNXR94843</a>		PWY-1422	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN			
4.1.1.80-RXN	CARBON-DIOXIDE	EC-4.1.1.80	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108106</a>		PWY-3581 // PWY3O-4108	4.1.1.80-RXN			
RXN-11210	CARBON-DIOXIDE	EC-3.5.1.6	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109033</a>		PWY-6430	RXN-11210			
RXN-10831	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116535</a>		PWY-7769 // PWY-6322	RXN-10831			
RXN-12573	CARBON-DIOXIDE	EC-4.2.1.155	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114245</a>			RXN-12573			
RXN3O-73	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR94901</a>		PWY-7230	RXN3O-73			
RXN-10859	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR116547</a>		PWY-6326	RXN-10859			
RXN-15019	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR119078</a>		PWY-7403	RXN-15019			
RXN-20327	CARBON-DIOXIDE	EC-2.3.1.M77			PWY-8040	RXN-20327			
RXN-20290	CARBON-DIOXIDE	EC-2.3.1			PWY-8036	RXN-20290			
RXN-22933	CARBON-DIOXIDE				PWY-8344	RXN-22933			
RXN-9594	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122887</a>		PWY-5984	RXN-9594			
RXN-20269	CARBON-DIOXIDE	EC-2.3.1			PWY-8035	RXN-20269			
RXN-19113	CARBON-DIOXIDE				PWY-7934 // PWY-7935 // RXN-19114	RXN-19113			
RXN-19062	CARBON-DIOXIDE				PWY-7929 // RXN-19063	RXN-19062			
RXN-18201	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121493</a>	T	PWYQT-4450 // RXNQT-4178	RXN-18201			
RXN-15423	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107711</a>		PWY-7480	RXN-15423			
RXN-18209	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121501</a>	T	PWYQT-4450 // RXNQT-4165	RXN-18209			
RXN-18207	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121499</a>	T	PWYQT-4450 // RXNQT-4168	RXN-18207			
RXN-18205	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121497</a>	T	PWYQT-4450 // RXNQT-4171	RXN-18205			
RXN-18203	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121495</a>	T	PWYQT-4450 // RXNQT-4174	RXN-18203			
RXN-9873	CARBON-DIOXIDE	EC-1.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123044</a>		PWY-6088	RXN-9873			
RXN-18575	CARBON-DIOXIDE	EC-4.1.1.114				RXN-18575			
RXN-18589	CARBON-DIOXIDE	EC-4.1.1.104			PWY-7873 // PWY-7872 // RXN-18601	RXN-18589			
RXN-18588	CARBON-DIOXIDE	EC-4.1.1.104			PWY-7874 // PWY-7871 // RXN-18600	RXN-18588			
DEHYDRO-L-GULONATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.34	<a href='https://www.metanetx.org/equa_info/~A'>MNXR138227</a>		PWY-5525	DEHYDRO-L-GULONATE-DECARBOXYLASE-RXN			
RXN0-705	CARBON-DIOXIDE	EC-4.1.1.85	<a href='https://www.metanetx.org/equa_info/~A'>MNXR100935</a>		PWY0-301 // PWY-6961	RXN0-705			
RXN-18554	CARBON-DIOXIDE	EC-4.1.1.114				RXN-18554			
RXN-18211	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121503</a>	T	RXN-14986	RXN-18211			
RXN-14986	CARBON-DIOXIDE	EC-1.1.1.85	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119052</a>		PWY-7396	RXN-14986			
RXN-8921	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR122549</a>		PWY-5701	RXN-8921			
RXN-18577	CARBON-DIOXIDE	EC-4.1.1.114				RXN-18577			
4.1.1.51-RXN	CARBON-DIOXIDE	EC-4.1.1.51	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108186</a>		PWY-5499	4.1.1.51-RXN			
2.3.1.151-RXN	CARBON-DIOXIDE	EC-2.3.1.151	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109067</a>		PWY-5002	2.3.1.151-RXN			
RXN-9285	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122746</a>		PWY-5872	RXN-9285			
RXN-9288	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122749</a>		PWY-5873	RXN-9288			
RXN-9284	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122745</a>		PWY-5871	RXN-9284			
RXN-9283	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122744</a>		PWY-5870	RXN-9283			
1.2.7.7-RXN	CARBON-DIOXIDE	EC-1.2.7.7	<a href='https://www.metanetx.org/equa_info/~A'>MNXR110859</a>		PWY-8183	1.2.7.7-RXN			
1.2.4.4-RXN	CARBON-DIOXIDE	EC-1.2.4.4	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114962</a>		1.2.1.25-RXN // PWY-5046	1.2.4.4-RXN			
1.2.1.25-RXN	CARBON-DIOXIDE	EC-1.2.1.25	<a href='https://www.metanetx.org/equa_info/~A'>MNXR102173</a>		PWY-8175 // VALDEG-PWY	1.2.1.25-RXN			
RXN-7643	CARBON-DIOXIDE	EC-4.1.1.72	<a href='https://www.metanetx.org/equa_info/~A'>MNXR94922</a>		PWY-7396 // PWY-5057 // PWY-7111	RXN-7643			
RXN-7825	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122052</a>			RXN-7825			
RXN-7826	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122053</a>			RXN-7826			
2.3.1.156-RXN	CARBON-DIOXIDE	EC-2.3.1.156	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109489</a>		PWY-5808 // PWY-5132	2.3.1.156-RXN			
RXN-21610	CARBON-DIOXIDE	EC-2.3.1.300			PWY-8174	RXN-21610			
3-OXOLAURATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.56	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108394</a>		PWY-6585	3-OXOLAURATE-DECARBOXYLASE-RXN			
RXN-16002	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR110575</a>	T	RXN-16008 // RXN-16003	RXN-16002			
RXN-11669	CARBON-DIOXIDE	EC-4.1.1.56	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117083</a>		PWY-6585	RXN-11669			
RXN-15283	CARBON-DIOXIDE	EC-4.1.1.56	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119261</a>		PWY-6585	RXN-15283			
RXN-20937	CARBON-DIOXIDE	EC-4.1.1.120			PWY-8091	RXN-20937			
RXN-20935	CARBON-DIOXIDE	EC-4.1.1.121			PWY-8090	RXN-20935			
RXN-9958	CARBON-DIOXIDE	EC-1.2.1.18	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123086</a>		PWY-6373	RXN-9958			
RXN-2902	CARBON-DIOXIDE	EC-1.2.1.18	<a href='https://www.metanetx.org/equa_info/~A'>MNXR101665</a>		PWY-7574	RXN-2902			
1.2.1.18-RXN	CARBON-DIOXIDE	EC-1.2.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106650</a>			1.2.1.18-RXN			
RXN-16013	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR110693</a>		PWY-6048 // RXN-12573	RXN-16013			
RXN-10815	CARBON-DIOXIDE	EC-1.13.11.27	<a href='https://www.metanetx.org/equa_info/~A'>MNXR126511</a>		PWY-6318	RXN-10815			
PHENYLPYRUVATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.43	<a href='https://www.metanetx.org/equa_info/~A'>MNXR125761</a>		PWY-5079	PHENYLPYRUVATE-DECARBOXYLASE-RXN			
RXN-7611	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121972</a>		PWY-5045	RXN-7611			
RXN-15076	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119123</a>		PWY-7419	RXN-15076			
4.1.1.82-RXN	CARBON-DIOXIDE	EC-4.1.1.82	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108622</a>		PWY-6839 // PWY-6682 // PWY-5757 // PWY-8067 // PWY-7769 // PWY-6322 // PWY-7510	4.1.1.82-RXN			
SULFINOALANINE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.29	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107527</a>		PWY-5331	SULFINOALANINE-DECARBOXYLASE-RXN			
R231-RXN	CARBON-DIOXIDE	EC-4.1.1.79	<a href='https://www.metanetx.org/equa_info/~A'>MNXR104480</a>		PWY-6643 // PWY-6637	R231-RXN			
BETA-UREIDOPROPIONASE-RXN	CARBON-DIOXIDE	EC-3.5.1.6	<a href='https://www.metanetx.org/equa_info/~A'>MNXR96347</a>		PWY-3982	BETA-UREIDOPROPIONASE-RXN			
RXNQT-4165	CARBON-DIOXIDE	EC-1.1.1.85	<a href='https://www.metanetx.org/equa_info/~A'>MNXR112145</a>			RXNQT-4165			
RXN-18563	CARBON-DIOXIDE	EC-4.1.1.114			PWY-7027	RXN-18563			
RXNQT-4168	CARBON-DIOXIDE	EC-1.1.1.85	<a href='https://www.metanetx.org/equa_info/~A'>MNXR112149</a>			RXNQT-4168			
RXNQT-4171	CARBON-DIOXIDE	EC-1.1.1.85	<a href='https://www.metanetx.org/equa_info/~A'>MNXR112156</a>			RXNQT-4171			
RXNQT-4174	CARBON-DIOXIDE	EC-1.1.1.85	<a href='https://www.metanetx.org/equa_info/~A'>MNXR112161</a>			RXNQT-4174			
RXNQT-4178	CARBON-DIOXIDE	EC-1.1.1.85	<a href='https://www.metanetx.org/equa_info/~A'>MNXR112165</a>			RXNQT-4178			
RXN-21281	CARBON-DIOXIDE	EC-1.14.11.75				RXN-21281			
RXN-20302	CARBON-DIOXIDE	EC-1.14.15			PWY-5984	RXN-20302			
RXN-20299	CARBON-DIOXIDE	EC-1.14.15			PWY-8037	RXN-20299			
RXN-20957	CARBON-DIOXIDE			T	PWY-6032	RXN-20957			
RXN-20100	CARBON-DIOXIDE	EC-1.1.1.417				RXN-20100			
1.1.1.170-RXN	CARBON-DIOXIDE	EC-1.1.1.170	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114883</a>			1.1.1.170-RXN			
RXN-20095	CARBON-DIOXIDE				1.1.1.170-RXN	RXN-20095			
RXN-20468	CARBON-DIOXIDE	EC-2.3.1			PWY-8047	RXN-20468			
RXN-16276	CARBON-DIOXIDE	EC-2.3.1.246	<a href='https://www.metanetx.org/equa_info/~A'>MNXR110403</a>			RXN-16276			
RXN-16698	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120302</a>		PWY-7670	RXN-16698			
RXN-16738	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120340</a>		PWY-7673	RXN-16738			
RXN-16980	CARBON-DIOXIDE	EC-1.14.20	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120553</a>		PWY-7705	RXN-16980			
RXN-16981	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120554</a>		PWY-7705	RXN-16981			
RXN-22087	CARBON-DIOXIDE	EC-2.3.1			PWY-8210	RXN-22087			
45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.55	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107102</a>			45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN			
RXN-22762	CARBON-DIOXIDE			T	RXN-22718	RXN-22762			
RXN-22719	CARBON-DIOXIDE					RXN-22719			
RXN-22718	CARBON-DIOXIDE	EC-1.14.13			PWY-5317 // PWY-5318	RXN-22718			
RXN-22716	CARBON-DIOXIDE				PWY-5317	RXN-22716			
RXN-7704	CARBON-DIOXIDE	EC-4.1.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122006</a>		PWY-5082	RXN-7704			
RXN-12539	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR117618</a>	T	PWY-6854	RXN-12539			
RXN-16873	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR140638</a>		PWY-7690	RXN-16873			
RXN-20193	CARBON-DIOXIDE	EC-1.3.1.121			PWY-8032	RXN-20193			
RXN-22578	CARBON-DIOXIDE	EC-2.4.2.54				RXN-22578			
AMINOBENZOATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.24	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107207</a>			AMINOBENZOATE-DECARBOXYLASE-RXN			
4-AMINOBENZOATE-1-MONOOXYGENASE-RXN	CARBON-DIOXIDE	EC-1.14.13.27	<a href='https://www.metanetx.org/equa_info/~A'>MNXR115591</a>			4-AMINOBENZOATE-1-MONOOXYGENASE-RXN			
RXN-15954	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119737</a>		PWY-6722	RXN-15954			
RXN-9864	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123038</a>		PWY-6086	RXN-9864			
RXN-11720	CARBON-DIOXIDE	EC-1.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117118</a>		PWY-6627	RXN-11720			
RXN-9912	CARBON-DIOXIDE	EC-1.14.13.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123074</a>		PWY-6107	RXN-9912			
RXN-802	CARBON-DIOXIDE	EC-4.1.1.102	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107848</a>			RXN-802			
RXN-21157	CARBON-DIOXIDE				PWY-6432 // RXN-11223	RXN-21157			
RXN-21158	CARBON-DIOXIDE				PWY-6432 // RXN-11224	RXN-21158			
